"","V1","V2","V3"
"1",0.975520849227905,0.017304427921772,0.00717469211667776
"2",0.971199989318848,0.0203641261905432,0.00843586400151253
"3",0.975012421607971,0.0178166218101978,0.00717095285654068
"4",0.974866330623627,0.0179637912660837,0.00716987857595086
"5",0.975520849227905,0.017304427921772,0.00717469211667776
"6",0.975019454956055,0.0178095381706953,0.00717100454494357
"7",0.975520849227905,0.017304427921772,0.00717469211667776
"8",0.975520849227905,0.017304427921772,0.00717469211667776
"9",0.96525639295578,0.0258155539631844,0.00892810709774494
"10",0.974866330623627,0.0179637912660837,0.00716987857595086
"11",0.975019454956055,0.0178095381706953,0.00717100454494357
"12",0.975520849227905,0.017304427921772,0.00717469211667776
"13",0.971199989318848,0.0203641261905432,0.00843586400151253
"14",0.971199989318848,0.0203641261905432,0.00843586400151253
"15",0.940623462200165,0.0470741838216782,0.0123023465275764
"16",0.942784905433655,0.0455207601189613,0.011694367043674
"17",0.975019454956055,0.0178095381706953,0.00717100454494357
"18",0.975520849227905,0.017304427921772,0.00717469211667776
"19",0.942784905433655,0.0455207601189613,0.011694367043674
"20",0.975520849227905,0.017304427921772,0.00717469211667776
"21",0.975019454956055,0.0178095381706953,0.00717100454494357
"22",0.975520849227905,0.017304427921772,0.00717469211667776
"23",0.975520849227905,0.017304427921772,0.00717469211667776
"24",0.975520849227905,0.017304427921772,0.00717469211667776
"25",0.975520849227905,0.017304427921772,0.00717469211667776
"26",0.969643414020538,0.0219342578202486,0.00842234306037426
"27",0.975520849227905,0.017304427921772,0.00717469211667776
"28",0.97529262304306,0.0175343360751867,0.0071730138733983
"29",0.97529262304306,0.0175343360751867,0.0071730138733983
"30",0.975012421607971,0.0178166218101978,0.00717095285654068
"31",0.974866330623627,0.0179637912660837,0.00716987857595086
"32",0.975019454956055,0.0178095381706953,0.00717100454494357
"33",0.97529262304306,0.0175343360751867,0.0071730138733983
"34",0.960381507873535,0.0294931270182133,0.0101253585889935
"35",0.974866330623627,0.0179637912660837,0.00716987857595086
"36",0.974475860595703,0.0183570571243763,0.00716700684279203
"37",0.960381507873535,0.0294931270182133,0.0101253585889935
"38",0.975520849227905,0.017304427921772,0.00717469211667776
"39",0.971199989318848,0.0203641261905432,0.00843586400151253
"40",0.975520849227905,0.017304427921772,0.00717469211667776
"41",0.975520849227905,0.017304427921772,0.00717469211667776
"42",0.957950294017792,0.026704540476203,0.0153452074155211
"43",0.975012421607971,0.0178166218101978,0.00717095285654068
"44",0.975520849227905,0.017304427921772,0.00717469211667776
"45",0.975520849227905,0.017304427921772,0.00717469211667776
"46",0.971199989318848,0.0203641261905432,0.00843586400151253
"47",0.975520849227905,0.017304427921772,0.00717469211667776
"48",0.975012421607971,0.0178166218101978,0.00717095285654068
"49",0.97529262304306,0.0175343360751867,0.0071730138733983
"50",0.975520849227905,0.017304427921772,0.00717469211667776
"51",0.012162746861577,0.967203259468079,0.0206340029835701
"52",0.0118666477501392,0.964593410491943,0.0235398877412081
"53",0.0187614485621452,0.848373711109161,0.132864877581596
"54",0.0199262350797653,0.95572692155838,0.0243469141423702
"55",0.0130805978551507,0.947621405124664,0.0392980054020882
"56",0.0123842880129814,0.969863593578339,0.0177521891891956
"57",0.0146643398329616,0.951806128025055,0.0335295423865318
"58",0.0448185913264751,0.918999910354614,0.0361814871430397
"59",0.0110177192837,0.972967088222504,0.0160152297466993
"60",0.029871704056859,0.941645264625549,0.0284830648452044
"61",0.0413326434791088,0.925300002098083,0.0333673283457756
"62",0.0113227143883705,0.973585247993469,0.0150920795276761
"63",0.0160277877002954,0.958195388317108,0.0257768034934998
"64",0.0101389372721314,0.972829878330231,0.0170311369001865
"65",0.0121233025565743,0.977436006069183,0.0104407295584679
"66",0.0109307449311018,0.972490847110748,0.0165784377604723
"67",0.0124568529427052,0.970361948013306,0.017181197181344
"68",0.0137580903246999,0.966637313365936,0.0196045860648155
"69",0.0141293294727802,0.941412031650543,0.0444586686789989
"70",0.016346475109458,0.960379421710968,0.0232741087675095
"71",0.0360336489975452,0.304388910531998,0.659577429294586
"72",0.0118448790162802,0.969590604305267,0.0185645073652267
"73",0.0213332269340754,0.734684646129608,0.243982091546059
"74",0.0120757613331079,0.965825200080872,0.0220990721136332
"75",0.0113075012341142,0.973460495471954,0.01523198466748
"76",0.010938853956759,0.971551537513733,0.0175096541643143
"77",0.0138206323608756,0.921942472457886,0.0642368495464325
"78",0.0142452958971262,0.275019228458405,0.710735440254211
"79",0.0108811222016811,0.969621419906616,0.0194973964244127
"80",0.0162818524986506,0.960890531539917,0.0228275787085295
"81",0.0217072237282991,0.951769709587097,0.0265230182558298
"82",0.0228514689952135,0.949654400348663,0.0274941343814135
"83",0.012965140864253,0.968273222446442,0.0187615789473057
"84",0.0232050530612469,0.329773396253586,0.647021532058716
"85",0.0360693149268627,0.937917232513428,0.0260134320706129
"86",0.0166133884340525,0.956266641616821,0.0271200370043516
"87",0.01115926168859,0.96438330411911,0.0244574043899775
"88",0.0151038421317935,0.955660283565521,0.0292358957231045
"89",0.0119159193709493,0.977953672409058,0.0101303616538644
"90",0.0199262350797653,0.95572692155838,0.0243469141423702
"91",0.0195903945714235,0.956473052501678,0.0239365678280592
"92",0.0108640361577272,0.972217857837677,0.0169181060045958
"93",0.0143428733572364,0.963897943496704,0.021759232506156
"94",0.0417909696698189,0.92447167634964,0.0337373316287994
"95",0.0126632424071431,0.970138728618622,0.0171980373561382
"96",0.0120580205693841,0.977690875530243,0.0102511737495661
"97",0.0108200842514634,0.979861497879028,0.00931838154792786
"98",0.0100667998194695,0.976856648921967,0.0130765670910478
"99",0.0393457822501659,0.928397595882416,0.032256655395031
"100",0.0124115431681275,0.971282184123993,0.0163061879575253
"101",0.00712545542046428,0.0124494396150112,0.98042505979538
"102",0.00709854066371918,0.017037708312273,0.975863754749298
"103",0.0066849640570581,0.0123709067702293,0.980944097042084
"104",0.00641937414184213,0.0128301018849015,0.980750501155853
"105",0.00660581840202212,0.0132847269997001,0.980109453201294
"106",0.0066849640570581,0.0123709067702293,0.980944097042084
"107",0.0498008541762829,0.653773248195648,0.296425849199295
"108",0.00657787220552564,0.0128240948542953,0.980598032474518
"109",0.0055585983209312,0.0106309093534946,0.983810544013977
"110",0.00863906554877758,0.0124199716374278,0.978940963745117
"111",0.00746666779741645,0.0157249234616756,0.976808428764343
"112",0.00549935363233089,0.010352149605751,0.984148502349854
"113",0.00668417615815997,0.0124873211607337,0.980828464031219
"114",0.0109218191355467,0.0436192192137241,0.945458948612213
"115",0.00717219151556492,0.0171162039041519,0.975711584091187
"116",0.00703218998387456,0.0135599309578538,0.979407906532288
"117",0.0066048544831574,0.013428658246994,0.979966461658478
"118",0.00863906554877758,0.0124199716374278,0.978940963745117
"119",0.00556098204106092,0.0102065401151776,0.984232425689697
"120",0.0234107803553343,0.555628597736359,0.420960605144501
"121",0.00711496733129025,0.0128465248271823,0.980038464069366
"122",0.0183300264179707,0.104756340384483,0.876913607120514
"123",0.00556059135124087,0.0102761024609208,0.984163224697113
"124",0.0144365578889847,0.0827934816479683,0.902769982814789
"125",0.00729921273887157,0.0127199627459049,0.979980766773224
"126",0.00711396429687738,0.0129857789725065,0.979900300502777
"127",0.0218067839741707,0.186502307653427,0.79169088602066
"128",0.0200471356511116,0.133985981345177,0.845966935157776
"129",0.00549935363233089,0.010352149605751,0.984148502349854
"130",0.026500029489398,0.282199561595917,0.691300392150879
"131",0.00556059135124087,0.0102761024609208,0.984163224697113
"132",0.00863906554877758,0.0124199716374278,0.978940963745117
"133",0.00549935363233089,0.010352149605751,0.984148502349854
"134",0.0223765578120947,0.2862189412117,0.691404521465302
"135",0.0254928395152092,0.286784380674362,0.68772280216217
"136",0.0066849640570581,0.0123709067702293,0.980944097042084
"137",0.00736541440710425,0.0124464314430952,0.980188131332397
"138",0.00673759961500764,0.0137108536437154,0.979551553726196
"139",0.0292835887521505,0.260167449712753,0.710548937320709
"140",0.00681863585487008,0.0127509525045753,0.980430424213409
"141",0.00681120622903109,0.0138266449794173,0.9793621301651
"142",0.00723967095836997,0.0149660091847181,0.977794349193573
"143",0.00709854066371918,0.017037708312273,0.975863754749298
"144",0.00711409654468298,0.0129673574119806,0.979918479919434
"145",0.00729921273887157,0.0127199627459049,0.979980766773224
"146",0.0066778976470232,0.0134149817749858,0.979907155036926
"147",0.00846307817846537,0.0317980051040649,0.959738969802856
"148",0.00660581840202212,0.0132847269997001,0.980109453201294
"149",0.00773629127070308,0.0127740753814578,0.979489684104919
"150",0.0101320017129183,0.0246252212673426,0.965242743492126
